Mod:Item:MetaData, Localized Name
gregtech:gt.blockores.gc:2067, Neodymium Ore
gregtech:gt.blockores.gc:3067, Neodymium Ore
gregtech:gt.blockores.gc:16067, Small Neodymium Ore
gregtech:gt.blockores.gc:17067, Small Neodymium Ore
gregtech:gt.blockores.gc:18067, Small Neodymium Ore
gregtech:gt.blockores.gc:19067, Small Neodymium Ore
gregtech:gt.blockores.gc:83, Osmium Ore
gregtech:gt.blockores.gc:1083, Osmium Ore
gregtech:gt.blockores.gc:2083, Osmium Ore
gregtech:gt.blockores.gc:3083, Osmium Ore
gregtech:gt.blockores.gc:16083, Small Osmium Ore
gregtech:gt.blockores.gc:17083, Small Osmium Ore
gregtech:gt.blockores.gc:18083, Small Osmium Ore
gregtech:gt.blockores.gc:19083, Small Osmium Ore
gregtech:gt.blockores.gc:84, Iridium Ore
gregtech:gt.blockores.gc:1084, Iridium Ore
gregtech:gt.blockores.gc:2084, Iridium Ore
gregtech:gt.blockores.gc:3084, Iridium Ore
gregtech:gt.blockores.gc:16084, Small Iridium Ore
gregtech:gt.blockores.gc:17084, Small Iridium Ore
gregtech:gt.blockores.gc:18084, Small Iridium Ore
gregtech:gt.blockores.gc:19084, Small Iridium Ore
gregtech:gt.blockores.gc:85, Platinum Ore
gregtech:gt.blockores.gc:1085, Platinum Ore
gregtech:gt.blockores.gc:2085, Platinum Ore
gregtech:gt.blockores.gc:3085, Platinum Ore
gregtech:gt.blockores.gc:16085, Small Platinum Ore
gregtech:gt.blockores.gc:17085, Small Platinum Ore
gregtech:gt.blockores.gc:18085, Small Platinum Ore
gregtech:gt.blockores.gc:19085, Small Platinum Ore
gregtech:gt.blockores.gc:86, Gold Ore
gregtech:gt.blockores.gc:1086, Gold Ore
gregtech:gt.blockores.gc:2086, Gold Ore
gregtech:gt.blockores.gc:3086, Gold Ore
gregtech:gt.blockores.gc:16086, Small Gold Ore
gregtech:gt.blockores.gc:17086, Small Gold Ore
gregtech:gt.blockores.gc:18086, Small Gold Ore
gregtech:gt.blockores.gc:19086, Small Gold Ore
gregtech:gt.blockores.gc:89, Lead Ore
gregtech:gt.blockores.gc:1089, Lead Ore
gregtech:gt.blockores.gc:2089, Lead Ore
gregtech:gt.blockores.gc:3089, Lead Ore
gregtech:gt.blockores.gc:16089, Small Lead Ore
gregtech:gt.blockores.gc:17089, Small Lead Ore
gregtech:gt.blockores.gc:18089, Small Lead Ore
gregtech:gt.blockores.gc:19089, Small Lead Ore
gregtech:gt.blockores.gc:90, Bismuth Ore
gregtech:gt.blockores.gc:1090, Bismuth Ore
gregtech:gt.blockores.gc:2090, Bismuth Ore
gregtech:gt.blockores.gc:3090, Bismuth Ore
gregtech:gt.blockores.gc:16090, Small Bismuth Ore
gregtech:gt.blockores.gc:17090, Small Bismuth Ore
gregtech:gt.blockores.gc:18090, Small Bismuth Ore
gregtech:gt.blockores.gc:19090, Small Bismuth Ore
gregtech:gt.blockores.gc:96, Thorium Ore
gregtech:gt.blockores.gc:1096, Thorium Ore
gregtech:gt.blockores.gc:2096, Thorium Ore
gregtech:gt.blockores.gc:3096, Thorium Ore
gregtech:gt.blockores.gc:16096, Small Thorium Ore
gregtech:gt.blockores.gc:17096, Small Thorium Ore
gregtech:gt.blockores.gc:18096, Small Thorium Ore
gregtech:gt.blockores.gc:19096, Small Thorium Ore
gregtech:gt.blockores.gc:97, Uranium 235 Ore
gregtech:gt.blockores.gc:1097, Uranium 235 Ore
gregtech:gt.blockores.gc:2097, Uranium 235 Ore
gregtech:gt.blockores.gc:3097, Uranium 235 Ore
gregtech:gt.blockores.gc:16097, Small Uranium 235 Ore
gregtech:gt.blockores.gc:17097, Small Uranium 235 Ore
gregtech:gt.blockores.gc:18097, Small Uranium 235 Ore
gregtech:gt.blockores.gc:19097, Small Uranium 235 Ore
gregtech:gt.blockores.gc:98, Uranium 238 Ore
gregtech:gt.blockores.gc:1098, Uranium 238 Ore
gregtech:gt.blockores.gc:2098, Uranium 238 Ore
gregtech:gt.blockores.gc:3098, Uranium 238 Ore
gregtech:gt.blockores.gc:16098, Small Uranium 238 Ore
gregtech:gt.blockores.gc:17098, Small Uranium 238 Ore
gregtech:gt.blockores.gc:18098, Small Uranium 238 Ore
gregtech:gt.blockores.gc:19098, Small Uranium 238 Ore
gregtech:gt.blockores.gc:100, Plutonium 244 Ore
gregtech:gt.blockores.gc:1100, Plutonium 244 Ore
gregtech:gt.blockores.gc:2100, Plutonium 244 Ore
gregtech:gt.blockores.gc:3100, Plutonium 244 Ore
gregtech:gt.blockores.gc:16100, Small Plutonium 244 Ore
gregtech:gt.blockores.gc:17100, Small Plutonium 244 Ore
gregtech:gt.blockores.gc:18100, Small Plutonium 244 Ore
gregtech:gt.blockores.gc:19100, Small Plutonium 244 Ore
gregtech:gt.blockores.gc:323, Infused Gold Ore
gregtech:gt.blockores.gc:1323, Infused Gold Ore
gregtech:gt.blockores.gc:2323, Infused Gold Ore
gregtech:gt.blockores.gc:3323, Infused Gold Ore
gregtech:gt.blockores.gc:16323, Small Infused Gold Ore
gregtech:gt.blockores.gc:17323, Small Infused Gold Ore
gregtech:gt.blockores.gc:18323, Small Infused Gold Ore
gregtech:gt.blockores.gc:19323, Small Infused Gold Ore
gregtech:gt.blockores.gc:324, Naquadah Ore
gregtech:gt.blockores.gc:1324, Naquadah Ore
gregtech:gt.blockores.gc:2324, Naquadah Ore
gregtech:gt.blockores.gc:3324, Naquadah Ore
gregtech:gt.blockores.gc:16324, Small Naquadah Ore
gregtech:gt.blockores.gc:17324, Small Naquadah Ore
gregtech:gt.blockores.gc:18324, Small Naquadah Ore
gregtech:gt.blockores.gc:19324, Small Naquadah Ore
gregtech:gt.blockores.gc:326, Enriched Naquadah Ore
gregtech:gt.blockores.gc:1326, Enriched Naquadah Ore
gregtech:gt.blockores.gc:2326, Enriched Naquadah Ore
gregtech:gt.blockores.gc:3326, Enriched Naquadah Ore
gregtech:gt.blockores.gc:16326, Small Enriched Naquadah Ore
gregtech:gt.blockores.gc:17326, Small Enriched Naquadah Ore
gregtech:gt.blockores.gc:18326, Small Enriched Naquadah Ore
gregtech:gt.blockores.gc:19326, Small Enriched Naquadah Ore
gregtech:gt.blockores.gc:327, Naquadria Ore
gregtech:gt.blockores.gc:1327, Naquadria Ore
gregtech:gt.blockores.gc:2327, Naquadria Ore
gregtech:gt.blockores.gc:3327, Naquadria Ore
gregtech:gt.blockores.gc:16327, Small Naquadria Ore
gregtech:gt.blockores.gc:17327, Small Naquadria Ore
gregtech:gt.blockores.gc:18327, Small Naquadria Ore
gregtech:gt.blockores.gc:19327, Small Naquadria Ore
gregtech:gt.blockores.gc:340, Meteoric Iron Ore
gregtech:gt.blockores.gc:1340, Meteoric Iron Ore
gregtech:gt.blockores.gc:2340, Meteoric Iron Ore
gregtech:gt.blockores.gc:3340, Meteoric Iron Ore
gregtech:gt.blockores.gc:16340, Small Meteoric Iron Ore
gregtech:gt.blockores.gc:17340, Small Meteoric Iron Ore
gregtech:gt.blockores.gc:18340, Small Meteoric Iron Ore
gregtech:gt.blockores.gc:19340, Small Meteoric Iron Ore
gregtech:gt.blockores.gc:347, Firestone Ore
gregtech:gt.blockores.gc:1347, Firestone Ore
gregtech:gt.blockores.gc:2347, Firestone Ore
gregtech:gt.blockores.gc:3347, Firestone Ore
gregtech:gt.blockores.gc:16347, Small Firestone Ore
gregtech:gt.blockores.gc:17347, Small Firestone Ore
gregtech:gt.blockores.gc:18347, Small Firestone Ore
gregtech:gt.blockores.gc:19347, Small Firestone Ore
gregtech:gt.blockores.gc:364, Dark Steel Ore
gregtech:gt.blockores.gc:1364, Dark Steel Ore
gregtech:gt.blockores.gc:2364, Dark Steel Ore
gregtech:gt.blockores.gc:3364, Dark Steel Ore
gregtech:gt.blockores.gc:16364, Small Dark Steel Ore
gregtech:gt.blockores.gc:17364, Small Dark Steel Ore
gregtech:gt.blockores.gc:18364, Small Dark Steel Ore
gregtech:gt.blockores.gc:19364, Small Dark Steel Ore
gregtech:gt.blockores.gc:500, Diamond Ore
gregtech:gt.blockores.gc:1500, Diamond Ore
gregtech:gt.blockores.gc:2500, Diamond Ore
gregtech:gt.blockores.gc:3500, Diamond Ore
gregtech:gt.blockores.gc:16500, Small Diamond Ore
gregtech:gt.blockores.gc:17500, Small Diamond Ore
gregtech:gt.blockores.gc:18500, Small Diamond Ore
gregtech:gt.blockores.gc:19500, Small Diamond Ore
gregtech:gt.blockores.gc:501, Emerald Ore
gregtech:gt.blockores.gc:1501, Emerald Ore
gregtech:gt.blockores.gc:2501, Emerald Ore
gregtech:gt.blockores.gc:3501, Emerald Ore
gregtech:gt.blockores.gc:16501, Small Emerald Ore
gregtech:gt.blockores.gc:17501, Small Emerald Ore
gregtech:gt.blockores.gc:18501, Small Emerald Ore
gregtech:gt.blockores.gc:19501, Small Emerald Ore
gregtech:gt.blockores.gc:502, Ruby Ore
gregtech:gt.blockores.gc:1502, Ruby Ore
gregtech:gt.blockores.gc:2502, Ruby Ore
gregtech:gt.blockores.gc:3502, Ruby Ore
gregtech:gt.blockores.gc:16502, Small Ruby Ore
gregtech:gt.blockores.gc:17502, Small Ruby Ore
gregtech:gt.blockores.gc:18502, Small Ruby Ore
gregtech:gt.blockores.gc:19502, Small Ruby Ore
gregtech:gt.blockores.gc:503, Sapphire Ore
gregtech:gt.blockores.gc:1503, Sapphire Ore
gregtech:gt.blockores.gc:2503, Sapphire Ore
gregtech:gt.blockores.gc:3503, Sapphire Ore
gregtech:gt.blockores.gc:16503, Small Sapphire Ore
gregtech:gt.blockores.gc:17503, Small Sapphire Ore
gregtech:gt.blockores.gc:18503, Small Sapphire Ore
gregtech:gt.blockores.gc:19503, Small Sapphire Ore
gregtech:gt.blockores.gc:504, Green Sapphire Ore
gregtech:gt.blockores.gc:1504, Green Sapphire Ore
gregtech:gt.blockores.gc:2504, Green Sapphire Ore
gregtech:gt.blockores.gc:3504, Green Sapphire Ore
gregtech:gt.blockores.gc:16504, Small Green Sapphire Ore
gregtech:gt.blockores.gc:17504, Small Green Sapphire Ore
gregtech:gt.blockores.gc:18504, Small Green Sapphire Ore
gregtech:gt.blockores.gc:19504, Small Green Sapphire Ore
gregtech:gt.blockores.gc:505, Olivine Ore
gregtech:gt.blockores.gc:1505, Olivine Ore
gregtech:gt.blockores.gc:2505, Olivine Ore
gregtech:gt.blockores.gc:3505, Olivine Ore
gregtech:gt.blockores.gc:16505, Small Olivine Ore
gregtech:gt.blockores.gc:17505, Small Olivine Ore
gregtech:gt.blockores.gc:18505, Small Olivine Ore
gregtech:gt.blockores.gc:19505, Small Olivine Ore
gregtech:gt.blockores.gc:507, Topaz Ore
gregtech:gt.blockores.gc:1507, Topaz Ore
gregtech:gt.blockores.gc:2507, Topaz Ore
gregtech:gt.blockores.gc:3507, Topaz Ore
gregtech:gt.blockores.gc:16507, Small Topaz Ore
gregtech:gt.blockores.gc:17507, Small Topaz Ore
gregtech:gt.blockores.gc:18507, Small Topaz Ore
gregtech:gt.blockores.gc:19507, Small Topaz Ore
gregtech:gt.blockores.gc:508, Tanzanite Ore
gregtech:gt.blockores.gc:1508, Tanzanite Ore
gregtech:gt.blockores.gc:2508, Tanzanite Ore
gregtech:gt.blockores.gc:3508, Tanzanite Ore
gregtech:gt.blockores.gc:16508, Small Tanzanite Ore
gregtech:gt.blockores.gc:17508, Small Tanzanite Ore
gregtech:gt.blockores.gc:18508, Small Tanzanite Ore
gregtech:gt.blockores.gc:19508, Small Tanzanite Ore
gregtech:gt.blockores.gc:509, Amethyst Ore
gregtech:gt.blockores.gc:1509, Amethyst Ore
gregtech:gt.blockores.gc:2509, Amethyst Ore
gregtech:gt.blockores.gc:3509, Amethyst Ore
gregtech:gt.blockores.gc:16509, Small Amethyst Ore
gregtech:gt.blockores.gc:17509, Small Amethyst Ore
gregtech:gt.blockores.gc:18509, Small Amethyst Ore
gregtech:gt.blockores.gc:19509, Small Amethyst Ore
gregtech:gt.blockores.gc:510, Opal Ore
gregtech:gt.blockores.gc:1510, Opal Ore
gregtech:gt.blockores.gc:2510, Opal Ore
gregtech:gt.blockores.gc:3510, Opal Ore
gregtech:gt.blockores.gc:16510, Small Opal Ore
gregtech:gt.blockores.gc:17510, Small Opal Ore
gregtech:gt.blockores.gc:18510, Small Opal Ore
gregtech:gt.blockores.gc:19510, Small Opal Ore
gregtech:gt.blockores.gc:512, Ruby Ore
gregtech:gt.blockores.gc:1512, Ruby Ore
gregtech:gt.blockores.gc:2512, Ruby Ore
gregtech:gt.blockores.gc:3512, Ruby Ore
gregtech:gt.blockores.gc:16512, Small Ruby Ore
gregtech:gt.blockores.gc:17512, Small Ruby Ore
gregtech:gt.blockores.gc:18512, Small Ruby Ore
gregtech:gt.blockores.gc:19512, Small Ruby Ore
gregtech:gt.blockores.gc:513, Blue Topaz Ore
gregtech:gt.blockores.gc:1513, Blue Topaz Ore
gregtech:gt.blockores.gc:2513, Blue Topaz Ore
gregtech:gt.blockores.gc:3513, Blue Topaz Ore
gregtech:gt.blockores.gc:16513, Small Blue Topaz Ore
gregtech:gt.blockores.gc:17513, Small Blue Topaz Ore
gregtech:gt.blockores.gc:18513, Small Blue Topaz Ore
gregtech:gt.blockores.gc:19513, Small Blue Topaz Ore
gregtech:gt.blockores.gc:514, Amber Ore
gregtech:gt.blockores.gc:1514, Amber Ore
gregtech:gt.blockores.gc:2514, Amber Ore
gregtech:gt.blockores.gc:3514, Amber Ore
gregtech:gt.blockores.gc:16514, Small Amber Ore
gregtech:gt.blockores.gc:17514, Small Amber Ore
gregtech:gt.blockores.gc:18514, Small Amber Ore
gregtech:gt.blockores.gc:19514, Small Amber Ore
gregtech:gt.blockores.gc:516, Certus Quartz Ore
gregtech:gt.blockores.gc:1516, Certus Quartz Ore
gregtech:gt.blockores.gc:2516, Certus Quartz Ore
gregtech:gt.blockores.gc:3516, Certus Quartz Ore
gregtech:gt.blockores.gc:16516, Small Certus Quartz Ore
gregtech:gt.blockores.gc:17516, Small Certus Quartz Ore
gregtech:gt.blockores.gc:18516, Small Certus Quartz Ore
gregtech:gt.blockores.gc:19516, Small Certus Quartz Ore
gregtech:gt.blockores.gc:520, Monazite Ore
gregtech:gt.blockores.gc:1520, Monazite Ore
gregtech:gt.blockores.gc:2520, Monazite Ore
gregtech:gt.blockores.gc:3520, Monazite Ore
gregtech:gt.blockores.gc:16520, Small Monazite Ore
gregtech:gt.blockores.gc:17520, Small Monazite Ore
gregtech:gt.blockores.gc:18520, Small Monazite Ore
gregtech:gt.blockores.gc:19520, Small Monazite Ore
gregtech:gt.blockores.gc:522, Nether Quartz Ore
gregtech:gt.blockores.gc:1522, Nether Quartz Ore
gregtech:gt.blockores.gc:2522, Nether Quartz Ore
gregtech:gt.blockores.gc:3522, Nether Quartz Ore
gregtech:gt.blockores.gc:16522, Small Nether Quartz Ore
gregtech:gt.blockores.gc:17522, Small Nether Quartz Ore
gregtech:gt.blockores.gc:18522, Small Nether Quartz Ore
gregtech:gt.blockores.gc:19522, Small Nether Quartz Ore
gregtech:gt.blockores.gc:523, Quartzite Ore
gregtech:gt.blockores.gc:1523, Quartzite Ore
gregtech:gt.blockores.gc:2523, Quartzite Ore
gregtech:gt.blockores.gc:3523, Quartzite Ore
gregtech:gt.blockores.gc:16523, Small Quartzite Ore
gregtech:gt.blockores.gc:17523, Small Quartzite Ore
gregtech:gt.blockores.gc:18523, Small Quartzite Ore
gregtech:gt.blockores.gc:19523, Small Quartzite Ore
gregtech:gt.blockores.gc:524, Lazurite Ore
gregtech:gt.blockores.gc:1524, Lazurite Ore
gregtech:gt.blockores.gc:2524, Lazurite Ore
gregtech:gt.blockores.gc:3524, Lazurite Ore
gregtech:gt.blockores.gc:16524, Small Lazurite Ore
gregtech:gt.blockores.gc:17524, Small Lazurite Ore
gregtech:gt.blockores.gc:18524, Small Lazurite Ore
gregtech:gt.blockores.gc:19524, Small Lazurite Ore
gregtech:gt.blockores.gc:525, Sodalite Ore
gregtech:gt.blockores.gc:1525, Sodalite Ore
gregtech:gt.blockores.gc:2525, Sodalite Ore
gregtech:gt.blockores.gc:3525, Sodalite Ore
gregtech:gt.blockores.gc:16525, Small Sodalite Ore
gregtech:gt.blockores.gc:17525, Small Sodalite Ore
gregtech:gt.blockores.gc:18525, Small Sodalite Ore
gregtech:gt.blockores.gc:19525, Small Sodalite Ore
gregtech:gt.blockores.gc:526, Lapis Ore
gregtech:gt.blockores.gc:1526, Lapis Ore
gregtech:gt.blockores.gc:2526, Lapis Ore
gregtech:gt.blockores.gc:3526, Lapis Ore
gregtech:gt.blockores.gc:16526, Small Lapis Ore
gregtech:gt.blockores.gc:17526, Small Lapis Ore
gregtech:gt.blockores.gc:18526, Small Lapis Ore
gregtech:gt.blockores.gc:19526, Small Lapis Ore
gregtech:gt.blockores.gc:527, Red Garnet Ore
gregtech:gt.blockores.gc:1527, Red Garnet Ore
gregtech:gt.blockores.gc:2527, Red Garnet Ore
gregtech:gt.blockores.gc:3527, Red Garnet Ore
gregtech:gt.blockores.gc:16527, Small Red Garnet Ore
gregtech:gt.blockores.gc:17527, Small Red Garnet Ore
gregtech:gt.blockores.gc:18527, Small Red Garnet Ore
gregtech:gt.blockores.gc:19527, Small Red Garnet Ore
gregtech:gt.blockores.gc:528, Yellow Garnet Ore
gregtech:gt.blockores.gc:1528, Yellow Garnet Ore
gregtech:gt.blockores.gc:2528, Yellow Garnet Ore
gregtech:gt.blockores.gc:3528, Yellow Garnet Ore
gregtech:gt.blockores.gc:16528, Small Yellow Garnet Ore
gregtech:gt.blockores.gc:17528, Small Yellow Garnet Ore
gregtech:gt.blockores.gc:18528, Small Yellow Garnet Ore
gregtech:gt.blockores.gc:19528, Small Yellow Garnet Ore
gregtech:gt.blockores.gc:530, Apatite Ore
gregtech:gt.blockores.gc:1530, Apatite Ore
gregtech:gt.blockores.gc:2530, Apatite Ore
gregtech:gt.blockores.gc:3530, Apatite Ore
gregtech:gt.blockores.gc:16530, Small Apatite Ore
gregtech:gt.blockores.gc:17530, Small Apatite Ore
gregtech:gt.blockores.gc:18530, Small Apatite Ore
gregtech:gt.blockores.gc:19530, Small Apatite Ore
gregtech:gt.blockores.gc:534, Phosphorus Ore
gregtech:gt.blockores.gc:1534, Phosphorus Ore
gregtech:gt.blockores.gc:2534, Phosphorus Ore
gregtech:gt.blockores.gc:3534, Phosphorus Ore
gregtech:gt.blockores.gc:16534, Small Phosphorus Ore
gregtech:gt.blockores.gc:17534, Small Phosphorus Ore
gregtech:gt.blockores.gc:18534, Small Phosphorus Ore
gregtech:gt.blockores.gc:19534, Small Phosphorus Ore
gregtech:gt.blockores.gc:535, Coal Ore
gregtech:gt.blockores.gc:1535, Coal Ore
gregtech:gt.blockores.gc:2535, Coal Ore
gregtech:gt.blockores.gc:3535, Coal Ore
gregtech:gt.blockores.gc:16535, Small Coal Ore
gregtech:gt.blockores.gc:17535, Small Coal Ore
gregtech:gt.blockores.gc:18535, Small Coal Ore
gregtech:gt.blockores.gc:19535, Small Coal Ore
gregtech:gt.blockores.gc:538, Lignite Coal Ore
gregtech:gt.blockores.gc:1538, Lignite Coal Ore
gregtech:gt.blockores.gc:2538, Lignite Coal Ore
gregtech:gt.blockores.gc:3538, Lignite Coal Ore
gregtech:gt.blockores.gc:16538, Small Lignite Coal Ore
gregtech:gt.blockores.gc:17538, Small Lignite Coal Ore
gregtech:gt.blockores.gc:18538, Small Lignite Coal Ore
gregtech:gt.blockores.gc:19538, Small Lignite Coal Ore
gregtech:gt.blockores.gc:540, Aer Infused Stone
gregtech:gt.blockores.gc:1540, Aer Infused Stone
gregtech:gt.blockores.gc:2540, Aer Infused Stone
gregtech:gt.blockores.gc:3540, Aer Infused Stone
gregtech:gt.blockores.gc:16540, Small Aer Infused Stone
gregtech:gt.blockores.gc:17540, Small Aer Infused Stone
gregtech:gt.blockores.gc:18540, Small Aer Infused Stone
gregtech:gt.blockores.gc:19540, Small Aer Infused Stone
gregtech:gt.blockores.gc:541, Ignis Infused Stone
gregtech:gt.blockores.gc:1541, Ignis Infused Stone
gregtech:gt.blockores.gc:2541, Ignis Infused Stone
gregtech:gt.blockores.gc:3541, Ignis Infused Stone
gregtech:gt.blockores.gc:16541, Small Ignis Infused Stone
gregtech:gt.blockores.gc:17541, Small Ignis Infused Stone
gregtech:gt.blockores.gc:18541, Small Ignis Infused Stone
gregtech:gt.blockores.gc:19541, Small Ignis Infused Stone
gregtech:gt.blockores.gc:542, Terra Infused Stone
gregtech:gt.blockores.gc:1542, Terra Infused Stone
gregtech:gt.blockores.gc:2542, Terra Infused Stone
gregtech:gt.blockores.gc:3542, Terra Infused Stone
gregtech:gt.blockores.gc:16542, Small Terra Infused Stone
gregtech:gt.blockores.gc:17542, Small Terra Infused Stone
gregtech:gt.blockores.gc:18542, Small Terra Infused Stone
gregtech:gt.blockores.gc:19542, Small Terra Infused Stone
gregtech:gt.blockores.gc:543, Aqua Infused Stone
gregtech:gt.blockores.gc:1543, Aqua Infused Stone
gregtech:gt.blockores.gc:2543, Aqua Infused Stone
gregtech:gt.blockores.gc:3543, Aqua Infused Stone
gregtech:gt.blockores.gc:16543, Small Aqua Infused Stone
gregtech:gt.blockores.gc:17543, Small Aqua Infused Stone
gregtech:gt.blockores.gc:18543, Small Aqua Infused Stone
gregtech:gt.blockores.gc:19543, Small Aqua Infused Stone
gregtech:gt.blockores.gc:544, Perditio Infused Stone
gregtech:gt.blockores.gc:1544, Perditio Infused Stone
gregtech:gt.blockores.gc:2544, Perditio Infused Stone
gregtech:gt.blockores.gc:3544, Perditio Infused Stone
gregtech:gt.blockores.gc:16544, Small Perditio Infused Stone
gregtech:gt.blockores.gc:17544, Small Perditio Infused Stone
gregtech:gt.blockores.gc:18544, Small Perditio Infused Stone
gregtech:gt.blockores.gc:19544, Small Perditio Infused Stone
gregtech:gt.blockores.gc:545, Ordo Infused Stone
gregtech:gt.blockores.gc:1545, Ordo Infused Stone
gregtech:gt.blockores.gc:2545, Ordo Infused Stone
gregtech:gt.blockores.gc:3545, Ordo Infused Stone
gregtech:gt.blockores.gc:16545, Small Ordo Infused Stone
gregtech:gt.blockores.gc:17545, Small Ordo Infused Stone
gregtech:gt.blockores.gc:18545, Small Ordo Infused Stone
gregtech:gt.blockores.gc:19545, Small Ordo Infused Stone
gregtech:gt.blockores.gc:810, Redstone Ore
gregtech:gt.blockores.gc:1810, Redstone Ore
gregtech:gt.blockores.gc:2810, Redstone Ore
gregtech:gt.blockores.gc:3810, Redstone Ore
gregtech:gt.blockores.gc:16810, Small Redstone Ore
gregtech:gt.blockores.gc:17810, Small Redstone Ore
gregtech:gt.blockores.gc:18810, Small Redstone Ore
gregtech:gt.blockores.gc:19810, Small Redstone Ore
gregtech:gt.blockores.gc:817, Salt Ore
gregtech:gt.blockores.gc:1817, Salt Ore
gregtech:gt.blockores.gc:2817, Salt Ore
gregtech:gt.blockores.gc:3817, Salt Ore
gregtech:gt.blockores.gc:16817, Small Salt Ore
